id,name,show1,show2,show3,show4,show5,show6,show7,show8,show9,show10
2449,Tomas,"((2018, 'school'), 16)","((1990, 'police'), 27)",0,0,0,"((1974, 'horror'), 55)","((2003, 'action'), 16)","((2015, 'harem'), 59)","((1991, 'doujinshi'), 67)",0
2450,Truman,"((1974, 'martial arts'), 27)","((1975, 'gender bender'), 37)","((2012, 'demons'), 51)","((1971, 'food'), 86)","((2016, 'adult'), 18)","((2018, 'school'), 34)","((2014, 'kids'), 75)",0,0,"((2004, 'martial arts'), 58)"
2451,Turner,0,0,0,"((1981, 'action'), 82)",0,0,"((2015, 'mature'), 10)",0,0,0
2452,Webster,"((1981, 'harem'), 55)",0,"((2005, 'scifi'), 46)","((2007, 'police'), 15)","((1987, 'yaoi'), 73)",0,0,"((1997, 'adult'), 10)","((1982, 'food'), 75)","((2016, 'demons'), 59)"
2453,Alford,"((2014, 'parody'), 5)","((1975, 'horror'), 71)",0,0,"((2018, 'kids'), 7)","((2006, 'parody'), 3)",0,0,"((1992, 'shoujo'), 52)",0
2454,Alphonse,0,0,0,"((1976, 'magic'), 64)","((1970, 'magic'), 13)","((1977, 'sounen'), 24)","((2001, 'school'), 90)",0,"((2007, 'action'), 94)","((1984, '4-koma'), 67)"
2455,Arther,0,"((1971, 'adventure'), 57)","((1989, 'doujinshi'), 47)","((1974, 'mature'), 48)","((1974, 'martial arts'), 72)",0,"((1989, 'school'), 74)",0,0,"((1984, 'isekai'), 77)"
2456,Aubrey,"((1974, 'yaoi'), 13)",0,"((2011, 'yuri'), 92)",0,0,0,0,0,0,0
2457,Cal,0,0,0,0,"((1992, 'isekai'), 57)",0,0,0,"((2003, 'comedy'), 43)",0
2458,Enos,0,"((2013, 'mecha'), 83)","((1983, 'sounen'), 59)","((1985, 'one shot'), 47)","((2000, 'doujinshi'), 21)","((2008, 'martial arts'), 64)",0,"((1989, 'drama'), 21)","((1976, 'horror'), 45)",0
2459,Harris,"((2018, 'fantasy'), 98)","((1976, 'ecchi'), 41)","((2002, 'magic'), 33)",0,"((2011, 'ecchi'), 50)","((2009, 'comedy'), 76)",0,"((1973, '4-koma'), 52)",0,0
2460,Johnny,0,0,"((2008, 'magic'), 35)","((1985, 'doujinshi'), 5)",0,0,0,0,"((2005, 'isekai'), 17)",0
2461,Lew,"((1998, 'comedy'), 36)","((1998, 'demons'), 44)","((2019, 'one shot'), 58)","((2014, 'comedy'), 54)","((1989, 'josei'), 36)",0,"((1998, 'mature'), 61)","((1986, 'demons'), 98)",0,0
2462,Loyd,"((2015, 'doujinshi'), 55)",0,"((2018, 'doujinshi'), 60)",0,"((2008, 'fantasy'), 55)",0,"((1971, 'mature'), 52)","((1987, 'yuri'), 74)",0,"((1990, 'sounen'), 83)"
2463,Miller,0,"((1991, 'scifi'), 95)","((1988, 'shoujo'), 61)","((1978, 'isekai'), 14)",0,0,"((1976, 'mecha'), 38)","((1994, 'isekai'), 64)","((1980, 'drama'), 21)",0
2464,Ransom,0,0,0,0,0,0,0,"((2019, 'doujinshi'), 42)",0,0
2465,Smith,0,"((1986, 'adult'), 55)","((1994, 'adult'), 59)","((1999, 'gender bender'), 59)",0,"((1989, 'mature'), 80)","((2005, 'parody'), 22)",0,0,0
2466,Sterling,"((1990, 'school'), 51)",0,"((1983, 'police'), 87)",0,"((1985, 'yuri'), 39)","((1984, 'isekai'), 68)",0,"((2017, 'ecchi'), 9)","((2014, 'police'), 65)","((2002, 'kids'), 19)"
2467,Troy,0,0,"((1973, 'kids'), 33)",0,0,0,"((2000, 'parody'), 45)","((2018, 'ecchi'), 91)",0,0
2468,Waldo,"((2015, 'magic'), 84)",0,"((2015, 'shoujo'), 26)",0,0,0,0,0,0,0
2469,Allan,0,0,"((1992, 'demons'), 89)","((2017, 'mature'), 98)","((1972, 'music'), 48)","((1988, 'kids'), 32)","((1978, 'police'), 46)",0,0,"((2010, 'ecchi'), 84)"
2470,Barton,0,0,"((1979, 'drama'), 80)",0,0,0,0,"((1972, 'comedy'), 67)","((1971, 'school'), 4)",0
2471,Clair,"((2000, 'gender bender'), 7)",0,"((1977, 'historical'), 98)","((2008, 'police'), 43)",0,0,"((1996, '4-koma'), 28)","((1987, 'school'), 80)","((2006, 'yaoi'), 22)","((1970, 'doujinshi'), 1)"
2472,Clint,0,0,"((1973, 'shoujo'), 21)",0,0,"((1992, 'school'), 6)",0,0,"((1984, 'music'), 33)","((1972, 'police'), 76)"
2473,Crawford,0,0,"((2011, 'doujinshi'), 95)",0,"((1985, 'mecha'), 5)","((2011, 'adult'), 50)",0,"((1974, 'ecchi'), 56)","((2012, 'school'), 82)","((1979, 'yaoi'), 79)"
2474,Elvin,0,"((2010, 'drama'), 84)","((1995, 'action'), 5)",0,"((1980, 'horror'), 11)",0,0,"((1981, 'comedy'), 63)",0,"((2003, 'food'), 58)"
2475,Emerson,0,0,"((1995, 'historical'), 91)",0,"((2009, '4-koma'), 64)","((1972, 'ecchi'), 24)",0,0,"((2008, 'ecchi'), 37)","((1997, 'food'), 44)"
2476,Fay,0,"((1985, 'one shot'), 84)",0,0,"((2000, 'magic'), 95)",0,0,"((2009, 'doujinshi'), 6)","((1976, 'yaoi'), 39)","((2015, 'isekai'), 34)"
2477,Garrett,"((1989, 'action'), 47)","((2013, 'yuri'), 88)",0,"((1970, 'ecchi'), 28)",0,"((2018, 'martial arts'), 33)",0,"((1980, 'horror'), 24)","((1990, 'scifi'), 95)","((2012, 'mature'), 99)"
2478,Gerald,"((1993, 'food'), 12)",0,0,"((1999, 'kids'), 40)","((1974, 'historical'), 53)",0,"((1999, 'adult'), 69)","((2002, 'gender bender'), 73)",0,"((1987, 'demons'), 57)"
2479,Hamilton,"((1976, 'kids'), 52)",0,"((1996, 'one shot'), 22)","((1983, 'josei'), 58)",0,0,0,"((2014, 'magic'), 24)","((1999, 'comedy'), 53)",0
2480,Lucien,"((2019, 'food'), 72)",0,"((2019, 'school'), 64)","((2009, 'school'), 61)","((2016, 'fantasy'), 97)",0,"((2016, 'demons'), 90)",0,"((2014, 'isekai'), 52)",0
2481,Mortimer,"((1971, 'mature'), 55)","((2006, 'mecha'), 11)","((1988, 'magic'), 94)",0,"((2017, 'isekai'), 38)","((1992, 'vampire'), 50)","((1971, 'police'), 12)",0,0,"((1971, 'doujinshi'), 32)"
2482,Orin,0,"((2017, 'action'), 18)","((1972, 'shoujo'), 83)",0,0,"((2000, 'doujinshi'), 73)",0,"((1991, 'harem'), 28)",0,"((1984, 'historical'), 3)"
2483,Palmer,0,"((2003, 'harem'), 59)",0,0,0,0,"((1993, 'yuri'), 45)","((1996, 'isekai'), 51)","((1997, '4-koma'), 40)",0
2484,Raleigh,0,0,"((2003, 'yaoi'), 17)",0,"((1973, 'police'), 2)","((1970, 'kids'), 61)","((2003, 'comedy'), 70)",0,0,0
2485,Randolph,"((2002, 'kids'), 14)","((2015, 'police'), 35)",0,0,0,0,"((1983, 'music'), 47)",0,"((1996, 'isekai'), 54)",0
2486,Saul,"((1982, 'fantasy'), 17)","((1987, 'demons'), 64)",0,"((1973, 'sounen'), 9)",0,"((1978, 'action'), 12)","((1999, 'mature'), 94)",0,0,0
2487,Ulysses,"((2018, 'scifi'), 29)",0,"((2012, 'food'), 6)","((2013, 'comedy'), 12)",0,0,"((2014, 'vampire'), 61)",0,"((2012, 'parody'), 58)",0
2488,Warner,"((2015, 'doujinshi'), 42)","((1975, 'food'), 41)",0,0,0,"((1975, 'harem'), 29)",0,"((2003, 'police'), 71)","((1994, 'action'), 56)",0
2489,Adelbert,"((1998, 'comedy'), 88)","((2003, 'drama'), 67)",0,0,0,0,"((1976, 'martial arts'), 37)",0,"((2004, 'school'), 10)",0
2490,Adolphus,0,"((2006, 'magic'), 89)",0,0,"((1971, 'harem'), 54)",0,"((2013, 'yuri'), 15)",0,"((1978, 'josei'), 69)",0
2491,Alpha,0,0,"((2006, 'drama'), 14)",0,"((1981, 'horror'), 60)",0,"((2011, 'historical'), 15)","((2019, 'demons'), 85)",0,"((2015, 'scifi'), 92)"
2492,Art,"((1991, 'scifi'), 81)",0,0,0,0,0,0,0,"((1988, 'school'), 60)",0
2493,Avery,"((1988, 'action'), 14)",0,"((1989, 'adventure'), 69)","((2016, 'doujinshi'), 93)",0,0,"((2004, 'josei'), 53)","((2018, 'kids'), 35)",0,"((1995, 'music'), 94)"
2494,Bennett,0,0,0,"((1974, 'josei'), 57)","((1983, 'yuri'), 36)",0,0,"((1990, 'gender bender'), 55)","((2016, 'one shot'), 58)",0
2495,Carson,0,"((2012, 'mecha'), 61)","((1976, 'josei'), 65)",0,"((2015, 'action'), 89)","((1974, 'police'), 98)",0,"((1973, 'josei'), 94)",0,0
2496,Colonel,"((1978, 'music'), 5)",0,"((2016, 'yaoi'), 10)",0,"((2019, 'school'), 67)","((2012, 'scifi'), 95)","((2016, '4-koma'), 70)","((2019, 'shoujo'), 64)",0,"((1993, 'josei'), 18)"
2497,Dana,"((1975, 'adult'), 54)",0,"((1995, 'music'), 77)",0,0,"((2007, 'martial arts'), 93)","((1976, 'adult'), 87)","((2005, 'magic'), 48)","((1982, 'adventure'), 93)",0
2498,Dick,0,"((2001, 'adult'), 43)",0,"((1996, 'parody'), 55)","((2008, 'mecha'), 36)","((1976, 'vampire'), 95)","((1983, 'doujinshi'), 81)",0,"((1980, 'historical'), 22)",0
2499,Elza,"((1973, 'food'), 73)","((1980, 'mature'), 33)",0,"((1982, 'adult'), 94)",0,"((2007, 'scifi'), 18)",0,"((1976, 'martial arts'), 38)","((1994, 'action'), 84)",0
2500,Erastus,0,"((2004, 'ecchi'), 6)","((1992, 'one shot'), 98)","((1996, 'harem'), 6)","((2017, 'vampire'), 58)","((1973, '4-koma'), 37)",0,"((1995, 'music'), 1)",0,0
2501,Finley,0,"((1976, 'horror'), 13)","((2018, 'vampire'), 28)",0,0,0,"((1979, 'yaoi'), 83)","((2014, 'yaoi'), 79)",0,0
2502,Gene,0,0,0,0,"((1975, 'school'), 49)",0,0,"((2012, '4-koma'), 60)",0,"((2003, 'mecha'), 47)"
2503,Jesus,"((1981, 'historical'), 30)",0,0,"((2017, 'yuri'), 45)",0,"((1976, 'isekai'), 48)","((2018, 'isekai'), 82)","((1980, 'parody'), 88)",0,0
2504,Josh,"((2009, '4-koma'), 89)","((1985, 'historical'), 72)","((2018, 'mecha'), 1)","((2016, 'horror'), 42)",0,0,"((1981, 'sounen'), 38)",0,0,0
2505,Larkin,"((2018, 'scifi'), 87)","((1999, 'one shot'), 40)","((2000, 'josei'), 62)",0,0,"((1998, 'comedy'), 93)","((1977, '4-koma'), 37)","((2018, 'doujinshi'), 31)",0,0
2506,Mathias,"((2006, 'harem'), 60)",0,0,0,"((1970, 'music'), 31)","((1993, 'harem'), 59)","((1996, 'yuri'), 74)","((1974, 'vampire'), 48)",0,0
2507,Micheal,"((2015, 'adult'), 85)",0,0,"((2000, 'action'), 100)",0,"((2017, 'parody'), 78)",0,"((1999, 'gender bender'), 25)",0,"((1977, 'martial arts'), 25)"
2508,Newt,"((2003, 'doujinshi'), 66)",0,0,0,"((2017, 'one shot'), 36)","((1979, 'mature'), 89)","((2018, 'adventure'), 1)",0,"((2003, 'action'), 14)",0
2509,Parker,"((1989, 'magic'), 98)","((1986, 'isekai'), 78)","((1979, 'horror'), 80)","((1996, 'action'), 13)","((1978, 'scifi'), 57)",0,"((1999, 'ecchi'), 33)","((1974, 'harem'), 55)",0,"((2011, '4-koma'), 5)"
2510,Pierce,"((2014, 'adventure'), 85)",0,"((1985, 'drama'), 50)",0,"((2018, 'martial arts'), 30)","((1975, 'yaoi'), 75)","((2009, 'yaoi'), 85)",0,"((2004, 'martial arts'), 16)","((1998, 'yaoi'), 100)"
2511,Randall,0,0,"((2012, 'school'), 66)","((1991, 'scifi'), 11)",0,"((1983, 'parody'), 23)","((1997, 'doujinshi'), 86)","((2019, 'vampire'), 74)",0,0
2512,Rollie,0,0,"((1982, 'parody'), 72)",0,0,0,"((1987, 'martial arts'), 33)",0,0,"((2017, 'drama'), 96)"
2513,Ted,0,"((2017, 'shoujo'), 44)","((1976, 'kids'), 8)","((1978, 'scifi'), 72)",0,"((1985, 'yuri'), 90)","((2013, 'martial arts'), 36)","((1992, 'adventure'), 83)","((2007, 'sounen'), 90)","((2004, 'demons'), 70)"
2514,Alvah,"((1983, 'demons'), 21)",0,"((1995, 'police'), 17)",0,"((2008, 'historical'), 17)","((1975, 'drama'), 77)","((2017, 'gender bender'), 57)","((1995, 'shoujo'), 59)",0,0
2515,Blaine,0,0,"((2009, 'food'), 66)",0,"((1987, 'mature'), 26)",0,"((2000, 'comedy'), 52)","((1980, 'isekai'), 37)",0,0
2516,Bryant,"((1986, 'doujinshi'), 71)","((1975, 'vampire'), 68)","((1989, 'harem'), 33)",0,0,"((2010, 'adult'), 17)",0,0,0,0
2517,Cary,0,0,0,0,"((2015, 'shoujo'), 41)","((1986, 'shoujo'), 37)","((1987, 'vampire'), 82)","((1989, 'horror'), 11)",0,0
2518,Cicero,0,"((1974, 'school'), 34)",0,0,"((1981, 'fantasy'), 3)",0,"((1983, 'doujinshi'), 56)",0,"((2000, 'drama'), 54)","((1988, 'scifi'), 79)"
2519,Cleve,0,0,0,"((2000, 'comedy'), 92)","((1991, 'parody'), 70)","((1975, 'sounen'), 98)",0,0,"((2018, 'parody'), 28)","((1974, 'martial arts'), 87)"
2520,Cliff,"((2012, 'action'), 44)",0,0,"((2008, 'mecha'), 98)",0,0,0,"((1984, 'demons'), 99)","((2002, 'music'), 34)",0
2521,Dell,"((1970, 'school'), 53)","((1986, 'vampire'), 68)","((1982, 'magic'), 23)","((1977, 'yaoi'), 53)",0,0,"((2015, 'shoujo'), 1)",0,0,0
2522,Dorsey,0,"((1975, 'vampire'), 52)",0,0,"((1996, 'isekai'), 29)",0,0,"((1997, 'yuri'), 23)",0,0
2523,Elmore,"((2004, 'drama'), 14)","((1982, 'scifi'), 62)","((1980, 'kids'), 2)",0,"((1978, 'parody'), 73)","((2009, 'shoujo'), 35)",0,0,"((2001, 'adventure'), 62)","((1989, 'harem'), 15)"
2524,Henery,0,"((2014, 'parody'), 57)",0,"((1983, 'music'), 98)","((2002, 'magic'), 33)",0,0,0,0,0
2525,Jules,0,"((1978, 'drama'), 71)","((1982, 'magic'), 79)","((1993, 'mecha'), 83)",0,"((1971, 'demons'), 2)",0,"((1974, 'josei'), 92)",0,"((1978, 'scifi'), 42)"
2526,Kelly,"((1975, 'vampire'), 59)",0,"((1994, 'horror'), 9)","((1989, 'ecchi'), 58)","((1976, 'harem'), 48)","((1980, 'mature'), 25)","((2011, 'music'), 77)",0,"((1971, 'one shot'), 52)","((1981, 'kids'), 37)"
2527,Leland,0,"((2014, 'demons'), 35)",0,"((2004, 'yaoi'), 4)","((2009, 'yaoi'), 14)","((2000, 'horror'), 86)",0,"((2004, 'action'), 66)",0,"((1981, 'isekai'), 55)"
2528,Lincoln,0,0,"((1972, 'sounen'), 87)","((2012, 'mature'), 92)","((1975, 'adult'), 96)","((2011, 'fantasy'), 86)","((1993, 'demons'), 90)",0,"((1998, 'sounen'), 14)","((2017, 'scifi'), 5)"
2529,Luis,0,"((1976, 'mature'), 32)","((2011, 'police'), 38)",0,0,"((1996, 'magic'), 87)",0,"((2018, 'yuri'), 67)",0,0
2530,Merle,0,"((2012, 'action'), 10)",0,0,"((2012, 'scifi'), 21)",0,0,"((2008, 'drama'), 8)",0,"((1998, 'mecha'), 25)"
2531,Okey,"((2005, 'magic'), 40)",0,"((2007, 'demons'), 9)",0,0,"((1979, 'gender bender'), 56)",0,0,0,0
2532,Olaf,0,"((1991, 'gender bender'), 2)",0,0,0,"((2003, 'adult'), 62)","((2000, 'parody'), 15)",0,0,"((1988, 'music'), 68)"
2533,Orlando,0,"((1991, 'martial arts'), 67)",0,0,0,"((1997, 'mature'), 100)","((2004, 'police'), 56)","((1972, 'shoujo'), 58)",0,"((2014, 'horror'), 3)"
2534,Phil,0,"((1979, 'josei'), 49)",0,"((1995, 'mecha'), 28)",0,"((1979, 'mature'), 25)",0,0,"((1989, 'scifi'), 45)","((1994, 'martial arts'), 92)"
2535,Pleas,0,0,0,"((1977, 'ecchi'), 65)",0,"((2010, 'scifi'), 32)","((2016, 'gender bender'), 21)",0,0,0
2536,Pleasant,0,0,"((1977, 'yaoi'), 38)",0,0,0,"((1980, 'doujinshi'), 99)",0,"((1996, 'historical'), 36)","((1978, 'comedy'), 94)"
2537,Rex,"((1981, 'scifi'), 41)",0,"((1988, 'harem'), 25)",0,0,"((1998, 'kids'), 67)",0,"((1996, 'magic'), 7)",0,"((2007, 'one shot'), 1)"
2538,Shelby,0,"((2007, 'parody'), 38)","((1983, 'adult'), 3)",0,"((1990, 'horror'), 85)",0,"((2005, 'adventure'), 20)","((1999, 'adult'), 45)",0,"((1996, 'yuri'), 24)"
2539,Thad,0,0,"((1987, 'sounen'), 31)","((1977, 'adventure'), 60)",0,0,0,0,0,0
2540,Axel,"((1979, 'police'), 82)",0,"((1992, 'one shot'), 82)","((1991, 'ecchi'), 56)","((1971, 'ecchi'), 26)","((2016, 'martial arts'), 12)",0,0,0,0
2541,Basil,"((1988, 'historical'), 89)","((1980, 'gender bender'), 89)","((2015, 'vampire'), 13)","((1979, 'demons'), 84)","((1974, 'mature'), 10)",0,"((1971, 'drama'), 85)",0,"((2019, 'one shot'), 22)",0
2542,Benjaman,0,"((1995, 'adult'), 40)","((1986, 'mecha'), 16)",0,"((2016, 'demons'), 52)",0,"((1991, 'fantasy'), 1)","((2016, 'gender bender'), 71)","((2000, 'gender bender'), 48)","((1991, 'fantasy'), 49)"
2543,Bertie,0,0,"((1993, 'yaoi'), 25)",0,0,"((2016, 'doujinshi'), 39)","((2013, 'magic'), 20)","((1990, 'demons'), 37)","((1986, 'music'), 76)","((2013, '4-koma'), 35)"
2544,Buck,"((2008, 'isekai'), 60)","((1993, 'action'), 38)",0,0,"((1991, 'doujinshi'), 99)","((2013, 'josei'), 24)",0,0,0,"((2011, 'scifi'), 58)"
2545,Butler,0,0,"((1987, 'drama'), 1)",0,0,"((1979, 'scifi'), 27)",0,"((2015, 'parody'), 78)","((1973, 'school'), 78)","((1994, 'josei'), 56)"
2546,Cassius,0,0,0,0,0,0,0,"((1980, 'mecha'), 8)",0,0
2547,Denis,"((1986, 'isekai'), 92)","((1972, 'doujinshi'), 73)",0,0,"((2019, 'mature'), 60)","((1972, 'mecha'), 75)","((1988, 'gender bender'), 32)",0,"((1992, 'harem'), 14)",0
2548,Doc,"((1984, 'historical'), 5)","((1972, 'josei'), 48)",0,0,"((2011, 'gender bender'), 66)","((2005, 'yaoi'), 5)","((1974, 'action'), 95)","((2017, 'isekai'), 37)","((1996, 'parody'), 17)","((2002, 'horror'), 14)"
2549,Dora,0,"((2015, 'doujinshi'), 42)",0,"((2001, 'vampire'), 23)","((2006, '4-koma'), 46)",0,0,0,0,0
2550,Duncan,0,"((2007, 'martial arts'), 74)",0,0,0,0,"((1980, 'horror'), 100)","((1983, 'mature'), 50)","((1978, 'magic'), 86)",0
2551,Ely,"((1998, 'adventure'), 91)",0,"((1988, 'drama'), 73)",0,"((2006, 'mecha'), 97)",0,"((1996, 'adult'), 48)","((2005, 'kids'), 17)",0,0
2552,Ernie,0,"((1996, 'mature'), 79)","((1984, 'adult'), 20)",0,"((2007, 'shoujo'), 47)","((2010, 'police'), 80)","((2001, 'ecchi'), 3)",0,0,"((1995, 'josei'), 71)"
2553,Erwin,"((1994, 'magic'), 23)","((1998, 'kids'), 25)",0,0,"((2011, 'isekai'), 15)",0,0,"((1976, 'ecchi'), 20)","((1988, 'scifi'), 82)",0
2554,Evan,0,"((1978, 'yaoi'), 87)",0,0,"((2006, 'music'), 71)","((2012, 'school'), 82)","((1997, 'comedy'), 65)","((1972, 'school'), 83)",0,0
2555,Evans,"((2015, 'historical'), 15)",0,0,"((1976, 'magic'), 33)","((1995, '4-koma'), 1)",0,"((1982, 'historical'), 29)",0,"((2002, 'yaoi'), 48)","((1981, 'gender bender'), 66)"
2556,Frances,0,"((1978, 'music'), 86)","((1993, 'yuri'), 11)",0,"((1980, 'police'), 9)",0,0,0,"((2019, 'vampire'), 3)","((1985, 'doujinshi'), 52)"
2557,Garnett,"((1982, 'food'), 93)","((2008, 'one shot'), 39)","((1991, 'horror'), 59)","((1989, 'horror'), 9)","((1999, 'horror'), 35)",0,"((2010, 'one shot'), 31)",0,0,"((1988, 'martial arts'), 97)"
2558,Giles,"((2013, 'comedy'), 83)",0,0,"((1986, 'yuri'), 100)","((1991, 'adventure'), 78)","((2005, 'yuri'), 71)","((1988, 'harem'), 44)",0,0,"((2016, 'isekai'), 72)"
2559,Hamp,"((1995, 'one shot'), 87)","((2014, 'josei'), 77)",0,0,0,"((2004, 'drama'), 94)","((1972, 'mecha'), 47)","((1982, '4-koma'), 14)","((2013, 'vampire'), 93)","((1999, 'horror'), 62)"
2560,Jean,0,"((1970, 'historical'), 96)",0,"((2012, 'comedy'), 13)",0,0,"((1972, 'ecchi'), 85)","((2010, 'police'), 27)","((2014, 'mature'), 14)","((2013, 'isekai'), 99)"
2561,Jordan,"((1977, 'yuri'), 53)",0,0,"((1985, 'mature'), 30)",0,"((2000, 'food'), 36)","((1995, '4-koma'), 47)",0,"((2006, 'mature'), 99)","((1988, 'sounen'), 55)"
2562,June,0,0,"((1991, 'martial arts'), 47)",0,0,0,"((2017, 'food'), 53)",0,0,"((1991, 'doujinshi'), 58)"
2563,Lenard,"((1977, 'adult'), 42)",0,"((2007, 'vampire'), 86)","((2010, 'food'), 67)","((1974, 'magic'), 67)",0,"((2006, 'drama'), 94)",0,0,"((1995, 'horror'), 22)"
2564,Lum,0,"((2003, 'school'), 87)",0,"((1978, 'fantasy'), 3)","((1992, 'drama'), 31)","((2018, 'historical'), 75)",0,0,"((2001, 'demons'), 44)","((2016, 'historical'), 24)"
2565,Lyle,"((1979, 'fantasy'), 4)",0,0,"((1992, 'comedy'), 20)",0,"((1994, 'school'), 78)","((1999, 'comedy'), 71)",0,"((2004, 'vampire'), 42)",0
2566,Mahlon,"((1992, 'one shot'), 58)",0,"((2019, 'martial arts'), 34)","((2008, 'comedy'), 41)",0,0,0,0,0,0
2567,Mason,0,"((2012, 'adventure'), 44)","((2001, 'mecha'), 14)",0,"((1993, 'yaoi'), 19)",0,"((2008, 'gender bender'), 59)","((2017, 'school'), 90)",0,0
2568,Mat,"((2013, 'food'), 47)",0,0,"((2014, '4-koma'), 86)","((1982, 'horror'), 54)",0,"((1974, 'scifi'), 28)",0,"((2001, 'food'), 21)",0
2569,Pierre,"((1993, 'historical'), 54)","((2007, 'josei'), 92)","((1977, 'scifi'), 71)","((1978, 'sounen'), 73)","((1973, 'ecchi'), 94)",0,"((1982, 'food'), 36)",0,0,"((1986, 'doujinshi'), 78)"
2570,Price,"((1984, '4-koma'), 99)","((1973, 'sounen'), 1)",0,"((2013, 'drama'), 13)",0,"((2013, 'vampire'), 24)",0,"((1991, 'josei'), 2)","((1977, 'magic'), 93)","((1975, 'harem'), 100)"
2571,Rodney,"((1989, 'harem'), 87)",0,"((2006, 'sounen'), 24)","((1978, 'doujinshi'), 60)","((1985, 'yaoi'), 70)","((1987, 'doujinshi'), 47)",0,0,"((1998, 'adult'), 49)","((1994, 'magic'), 79)"
2572,Rubin,0,0,0,0,"((1992, 'magic'), 11)","((1989, 'demons'), 52)",0,0,0,"((2009, 'josei'), 66)"
2573,Theo,"((1981, 'sounen'), 46)",0,"((1976, 'doujinshi'), 58)",0,"((2008, 'isekai'), 54)",0,"((1978, 'drama'), 77)",0,0,0
2574,Watt,"((1988, 'demons'), 60)","((1972, 'food'), 72)",0,"((2011, 'sounen'), 82)","((1976, 'doujinshi'), 46)","((1990, 'horror'), 10)","((2007, 'school'), 50)","((1997, 'kids'), 42)","((1979, '4-koma'), 90)",0
2575,Wyatt,"((2006, 'doujinshi'), 55)","((1990, 'demons'), 24)","((1994, 'demons'), 98)",0,"((2016, 'sounen'), 65)","((1993, 'harem'), 83)","((2000, 'parody'), 86)",0,"((1997, 'yuri'), 89)","((2017, '4-koma'), 16)"
2576,Albin,"((1982, 'comedy'), 40)","((1997, 'vampire'), 42)","((2017, 'vampire'), 69)",0,"((2009, 'fantasy'), 24)",0,0,0,0,"((2014, 'music'), 43)"
2577,Aloysius,"((2004, 'scifi'), 74)",0,0,"((1979, 'food'), 83)","((1979, '4-koma'), 74)",0,"((1980, 'gender bender'), 4)","((2007, 'fantasy'), 94)",0,"((2000, 'music'), 25)"
2578,Benton,0,"((1988, 'yuri'), 24)","((2009, 'shoujo'), 30)",0,"((2008, 'magic'), 87)","((2013, 'fantasy'), 88)","((1975, 'police'), 21)","((1977, 'demons'), 24)","((1987, 'yaoi'), 70)",0
2579,Bernie,"((1997, 'drama'), 53)",0,0,0,"((2000, 'gender bender'), 58)","((2004, 'doujinshi'), 41)","((1987, 'yuri'), 66)",0,"((1984, 'scifi'), 20)","((1976, 'demons'), 32)"
2580,Bishop,0,"((1995, 'food'), 29)",0,0,0,"((2004, 'kids'), 71)",0,0,"((1991, 'gender bender'), 31)","((1993, 'drama'), 59)"
2581,Cornelious,0,"((2000, 'yaoi'), 63)","((1988, 'demons'), 81)","((1988, 'music'), 58)",0,"((1986, 'school'), 77)","((2007, 'music'), 12)","((2010, 'kids'), 40)","((1974, 'kids'), 47)",0
2582,Coy,0,0,0,0,0,"((1974, 'yaoi'), 40)",0,0,"((1989, 'parody'), 94)",0
2583,Dexter,0,"((1978, '4-koma'), 19)","((1994, 'mature'), 94)","((2015, 'adventure'), 83)","((2002, 'mature'), 14)","((1980, 'horror'), 99)",0,"((1978, 'action'), 99)",0,0
2584,Drew,"((1998, 'magic'), 49)",0,0,0,0,"((1988, 'doujinshi'), 86)",0,"((1998, 'harem'), 15)",0,0
2585,Emmitt,0,"((1983, 'police'), 4)","((1998, 'vampire'), 72)",0,"((2003, 'ecchi'), 95)",0,0,"((1993, 'adventure'), 63)","((2006, 'gender bender'), 93)","((2012, 'doujinshi'), 71)"
2586,Ezekiel,"((2005, 'demons'), 79)",0,"((2005, 'sounen'), 55)",0,0,"((1987, 'vampire'), 45)",0,0,"((1971, 'police'), 48)","((1998, 'magic'), 90)"
2587,Finis,0,"((1997, 'historical'), 49)","((2002, 'mecha'), 95)",0,0,0,0,"((2006, 'school'), 11)",0,"((2009, 'action'), 4)"
2588,Furman,0,"((2001, 'ecchi'), 44)","((1977, 'adult'), 98)",0,"((1979, 'gender bender'), 69)",0,0,"((1993, 'sounen'), 86)","((1979, 'yaoi'), 78)",0
2589,Howell,"((1999, 'one shot'), 17)",0,"((1977, 'music'), 28)","((1978, 'scifi'), 62)","((1997, 'one shot'), 62)","((1995, 'drama'), 16)","((1991, 'music'), 19)","((1994, 'adventure'), 28)",0,"((2017, 'isekai'), 2)"
2590,Issac,0,"((1991, 'parody'), 17)",0,"((1982, 'drama'), 35)",0,0,"((1996, 'martial arts'), 43)",0,"((1980, 'historical'), 91)",0
2591,Johnson,0,0,0,"((2005, 'harem'), 10)",0,0,"((2001, 'martial arts'), 4)",0,0,0
2592,Jones,0,0,"((2011, 'harem'), 11)","((1999, 'yuri'), 63)",0,0,"((1986, 'gender bender'), 64)",0,"((1976, 'vampire'), 84)",0
2593,Lacy,0,"((2014, 'scifi'), 34)","((2007, 'yuri'), 98)","((1975, 'historical'), 17)",0,0,0,"((1998, 'adventure'), 51)",0,"((2016, 'food'), 15)"
2594,Llewellyn,0,"((1980, 'yuri'), 12)","((1970, 'yuri'), 78)","((2000, 'vampire'), 83)",0,"((1980, 'action'), 100)",0,"((1982, 'music'), 71)",0,0
